est_e,est_s,log_likelihood,log_likelihood_null,mmpp
5.8072560478331e-05,1.0,-94.56182952827193,-94.56182954653691,0.9999999999999859
2.5886505182767864e-05,1.0,-69.48016338840873,-69.48016339699588,0.9999999999997741
4.295826058634744e-05,0.9999493347329083,-103.39228328207686,-114.35138865396095,0.8984176908868837
2.3723234294899243e-05,1.0,-49.25245959717463,-49.25245959887717,0.9999995479544136
3.41218150969125e-05,1.0,-101.26551736268257,-101.26551736441722,1.0
4.544895137293441e-05,1.0,-86.65425121734546,-86.654251241099,0.9999999999999684
1.2242779222025201e-05,1.0,-63.06767803130569,-63.06767795355428,0.9999999999999999
7.016984653859127e-05,1.0,-89.09078722744957,-89.09078722773867,0.9999895882311215
2.2803137322828806e-05,1.0,-71.07291686555183,-71.07291685818737,1.0
7.856988697859294e-05,1.0,-80.19491634701927,-80.19491635995561,0.9999999999999881
7.916088568492909e-05,1.0,-133.60540108624184,-133.6054010974562,1.0
7.925939761529518e-05,1.0,-95.42625735588702,-95.42625736664971,0.999999999986301
7.78908002495471e-05,1.0,-110.4569345141975,-110.45693452637767,0.9999999999973845
4.52660361659523e-05,0.9999309078874614,-87.06899994637728,-90.07372827387832,0.9171319654074412
6.564769572290977e-05,1.0,-109.85415819762783,-109.85415819767132,0.9999999992968931
8.029039620676884e-05,1.0,-128.01038067006695,-128.01038067759131,1.0
4.0816186472435864e-05,1.0,-72.32622787483486,-72.32622789309266,0.9999989555160553
4.637169619657837e-05,1.0,-87.07715508653747,-87.07715510674157,1.0
7.000828088197752e-05,1.0,-96.33314895130445,-96.33314895142668,1.0
6.932113676725328e-05,1.0,-98.79692601706444,-98.79692601729533,0.9999999999786251
7.396755083819607e-05,1.0,-113.52361152394411,-113.52361152319642,0.9999996831717454
3.624003651754254e-05,1.0,-55.944325343318,-55.94432534457643,0.9999999999999408
1.1615230779211467e-05,1.0,-34.82803598658939,-34.82803599220565,0.9999998839904705
4.894151803202116e-05,1.0,-84.81885186753199,-84.81885187452386,0.999997918295582
4.683257016538041e-05,1.0,-100.98028589232591,-100.98028591013816,0.9999999999999999
6.787768171857914e-05,1.0,-114.32321044689002,-114.32321044704896,1.0
2.24380033111404e-05,1.0,-34.511566687355085,-34.5115666766836,1.0
5.628279159208707e-05,1.0,-84.71911752719474,-84.71911754558754,1.0
8.535473827891663e-05,1.0,-113.94310804529427,-113.94310804556143,0.999999983778931
6.257675286317751e-05,1.0,-103.17747267741655,-103.17747267804178,0.999999999186752
0.00010411799549963351,1.0,-143.4360031907977,-143.43600319070532,1.0
6.0486760715642486e-05,1.0,-101.44886723284979,-101.44886723526453,0.9999999999999383
5.6759226418296665e-05,1.0,-85.31399257483262,-85.31399259378699,1.0
6.872326854586465e-05,1.0,-105.6375930346615,-105.63759303484997,1.0
1.1536668814371235e-05,1.0,-38.305116023526935,-38.30511602914621,1.0
6.851814862527619e-05,1.0,-79.16340375970266,-79.16340375997427,1.0
1.1285821546095728e-05,1.0,-35.01465375124077,-35.01465384894151,0.9999999999999557
2.2427791155821148e-05,1.0,-28.787441458406338,-28.787441447633437,1.0
8.173496366143276e-05,1.0,-93.10621007540605,-93.10621007902313,0.9999999999999996
6.735461724144012e-05,1.0,-73.3987710381924,-73.39877103841542,1.0
2.3010154270974957e-05,1.0,-70.85466896454592,-70.85466895869304,0.9999999999999996
5.693645563642318e-05,1.0,-84.32325290190269,-84.3232529209607,1.0
7.411842567991258e-05,1.0,-101.20521332896602,-101.20521332833087,0.9999999964528041
7.977179174616945e-05,1.0,-121.23716099284874,-121.23716100185706,1.0
4.6992898641026474e-05,1.0,-115.29623294218972,-115.29623295940928,1.0
3.5996740818436075e-05,1.0,-60.75227486738326,-60.75227486835439,0.9999973737727093
2.248047525993257e-05,1.0,-37.33385486173412,-37.333854851510466,0.9999999999146514
8.27510482319728e-05,1.0,-119.15129474894589,-119.15129475100852,0.9999999997870473
9.170150581796247e-05,1.0,-117.07286882076491,-117.0728688209473,1.0
2.2586837135128663e-05,1.0,-90.61183496207018,-90.61183495279661,0.9999999999999949
6.108696580903593e-05,1.0,-105.60052846048927,-105.60052846249387,1.0
0.00010405723129465956,1.0,-122.94776586022815,-122.94776586008668,0.9999999999999999
9.026223479936863e-05,1.0,-111.56919083928922,-111.56919083957703,0.9999769030281381
2.2500866226335705e-05,1.0,-72.32916693907575,-72.3291669290465,1.0
1.1341502058287944e-05,1.0,-45.64106072529626,-45.64106082201229,1.0
6.94588958821341e-05,1.0,-93.40679996964784,-93.40679996991068,0.9999999980533382
5.964430693015537e-05,1.0,-94.58365362366973,-94.58365362782688,1.0
7.340129810880004e-05,1.0,-89.80571749257776,-89.8057174915758,0.9999832083064518
4.552706785782472e-05,1.0,-73.99886010220368,-73.9988601256422,1.0
3.3735227043279524e-05,1.0,-55.573888596690885,-55.57388859824127,0.9999999999439223
4.6158464325386016e-05,1.0,-68.18891595892815,-68.18891598059416,0.9999999771224012
1e-08,1.0,-43.60730348055045,-43.60730348055045,1.0
3.408043263009566e-05,1.0,-76.51844308597585,-76.51844308762608,0.9999999999998574
1.1305743024878462e-05,1.0,-57.2277066662796,-57.22770676363973,1.0
3.561750959288626e-05,1.0,-51.678276902474046,-51.678276903748305,1.0
6.225975728432194e-05,1.0,-89.32594168178753,-89.3259416825372,0.9999999991340344
5.7867431402248946e-05,1.0,-111.30377905007707,-111.3037790501201,1.0
7.949778010327293e-05,1.0,-109.31122809335024,-109.31122810340744,1.0
3.371925763159122e-05,1.0,-62.6082623327979,-62.60826233436564,1.0
6.0594024780877264e-05,1.0,-112.90397741558307,-112.9039774178731,1.0
3.3761117717304455e-05,1.0,-82.81613747358419,-82.81613747515183,1.0
4.817467437118556e-05,1.0,-81.16960889825914,-81.16960891003413,1.0
9.119926739499055e-05,1.0,-117.5082026022333,-117.50820248417662,1.0
6.699999516237403e-05,0.9999959932249362,-92.4290672923484,-92.43460620435104,0.9991661023884046
3.3857255896779005e-05,1.0,-61.39726924899704,-61.397269250591634,1.0
4.572791970916628e-05,1.0,-81.55538009058355,-81.55538009060196,1.0
8.021271656273925e-05,1.0,-99.24855470902034,-99.24855471654703,1.0
4.981163527849517e-05,1.0,-77.59261261421011,-77.59261261422556,0.9999995894435063
4.523840277970906e-05,1.0,-64.31964685838139,-64.3196468825275,1.0
3.37113394016019e-05,1.0,-55.76622500580184,-55.76622500533726,1.0
6.73833671478295e-05,1.0,-84.72718569615962,-84.7271856962458,1.0
7.391610877148658e-05,1.0,-116.44215204048778,-116.44215203966753,1.0
4.5134716662282285e-05,1.0,-66.20763779784734,-66.20763782197827,0.9999999976057907
3.41004018486883e-05,1.0,-59.900799262992145,-59.90079926456633,1.0
8.14060281900559e-05,1.0,-86.43435912503318,-86.43435912924332,0.9999999999999877
3.477211543776693e-05,1.0,-95.65659971526651,-95.65659971663823,1.0
5.746360344998498e-05,1.0,-82.13373295935304,-82.13373295931238,1.0
4.0846219022151505e-05,1.0,-77.52821365506632,-77.5282136729371,0.9998874807866489
2.302236267777753e-05,1.0,-49.716168655025,-49.71616864928254,1.0
4.9324038992369775e-05,0.9997064258316131,-113.8114044782445,-120.42624993121775,0.59883541469747
0.00010738988380152014,1.0,-114.98196919118767,-114.98196919102645,0.9999415670153975
2.370044080558543e-05,1.0,-69.12855265570643,-69.12855265740684,1.0
5.650159919442957e-05,1.0,-97.82360768324425,-97.82360770225276,1.0
6.842985250771998e-05,1.0,-77.85662157917578,-77.85662157937197,1.0
5.616541503456179e-05,1.0,-65.81250146241096,-65.81250146208889,0.9999427372578289
2.4666207226560934e-05,1.0,-78.15181448483465,-78.15181448322744,1.0
1.1888154779510694e-05,1.0,-35.64930075224896,-35.649300757878095,0.9999999966735124
3.501965372888276e-05,1.0,-64.98297579233392,-64.98297579374974,0.9999999928225712
4.549595153177278e-05,1.0,-60.46648806040684,-60.46648808405015,0.9999999999999925
2.2664252542714773e-05,1.0,-51.993420195106545,-51.993420186613925,0.9999999924167767
6.756029248795525e-05,1.0,-88.15069843010373,-88.15069843014241,1.0
7.881463024492448e-05,1.0,-93.38646077409693,-93.38646078628913,0.999999999999998
4.522846045269333e-05,1.0,-53.82288377872359,-53.82288380289391,1.0
6.76480083207973e-05,1.0,-75.0714340540197,-75.07143405404514,1.0
3.405745606995752e-05,1.0,-56.140794646918394,-56.14079464847683,1.0
3.374005465265093e-05,1.0,-64.80283792201533,-64.80283792357831,1.0
5.7097096467125845e-05,1.0,-66.15247417510656,-66.15247419421287,1.0
6.32851264009648e-05,0.9999247044139385,-102.66059963648382,-104.66657134776983,0.7900837907704297
4.5642417917462864e-05,1.0,-75.42773805037561,-75.42773807351642,1.0
6.91948422939194e-05,1.0,-99.16476214204923,-99.16476214227725,0.9999999999999999
5.905255750062887e-05,1.0,-69.3003321692348,-69.3003321828754,0.9978935422594543
8.283232804013792e-05,0.9999637062428263,-104.2532595305282,-105.05177869072533,0.9190604695905259
3.704103394705153e-05,1.0,-102.19991546650164,-102.19991549553914,1.0
4.732050739456266e-05,1.0,-111.47372796686363,-111.47372798216986,1.0
3.435818612234562e-05,1.0,-57.42623620823818,-57.42623620983396,0.9999994417329581
2.2401563673281656e-05,1.0,-34.481499812016644,-34.481499800940725,1.0
7.22860123629628e-05,1.0,-92.80078460436735,-92.80078460435563,0.9997640715530892
5.8140215111570364e-05,1.0,-109.37877212428816,-109.37877214252698,1.0
3.462506341950953e-05,1.0,-65.7756493659889,-65.77564936745118,1.0
4.7778648427990795e-05,1.0,-54.39159207160496,-54.391592085303216,0.9999807639681162
8.141681649288802e-05,1.0,-120.1852817753817,-120.18528177960815,0.9999994602327503
6.746388195004024e-05,1.0,-79.20337800021505,-79.20337800003315,0.9999976885475963
6.825763648690247e-05,1.0,-111.01167514665435,-111.01167514678049,1.0
2.2842741907087844e-05,1.0,-51.45027344926324,-51.45027344225976,0.9999999900296501
2.2699203687237823e-05,1.0,-45.50672256049551,-45.50672255225606,0.9999999354335429
0.00012479824096402615,1.0,-149.86661831311136,-149.86661831300412,1.0
5.680674946536441e-05,1.0,-82.67435576666941,-82.67435576661725,1.0
7.111361422653078e-05,1.0,-105.71522050563777,-105.71522050601959,1.0
3.447209462977735e-05,1.0,-78.33267234601574,-78.33267234756222,1.0
7.256680785520405e-05,1.0,-117.08662807367138,-117.08662807379106,0.9999999999992453
6.729347883495238e-05,1.0,-88.17105316686875,-88.17105316698525,1.0
6.792923354869398e-05,1.0,-75.02227933336432,-75.02227934151145,0.9999999999999036
4.722157052244591e-05,1.0,-72.51434981085636,-72.5143498266584,0.9999813229435283
5.6830929876626074e-05,1.0,-81.73990363681585,-81.73990365584598,1.0
4.7564162437971095e-05,1.0,-77.5867126367305,-77.58671265140245,1.0
3.5859749364898133e-05,1.0,-101.53881400683872,-101.53881400811137,1.0
3.622475498979217e-05,1.0,-48.59751386888419,-48.59751387001514,0.95479171772379
4.570027551131051e-05,1.0,-62.78417722742538,-62.78417722723135,1.0
7.017530920369964e-05,1.0,-107.38638559568969,-107.38638559663565,0.9999999999997756
4.524488513185902e-05,1.0,-51.18323924671089,-51.18323927083991,0.9904520452502422
7.214105959595567e-05,1.0,-96.07074012624855,-96.07074012628979,0.9999949589629992
6.747717090677108e-05,1.0,-85.30807362245315,-85.30807362260288,0.9999999995334897
5.9061598764093004e-05,1.0,-85.10802000772259,-85.10802002260466,1.0
3.371334640158141e-05,1.0,-60.03214482315126,-60.032144824705824,1.0
0.00010143211577108925,1.0,-125.86408533239138,-125.86408533244038,1.0
5.606933335726941e-05,1.0,-74.46394393452185,-74.463943934948,1.0
3.36454822260282e-05,1.0,-41.474788966589415,-41.47478896816519,1.0
2.3057853187798544e-05,1.0,-59.27958025218301,-59.27958024675509,1.0
5.825171192960107e-05,1.0,-90.39895715675569,-90.39895717442887,0.9999999999880418
9.629013593371741e-05,1.0,-101.91010840220115,-101.91010840243334,0.9999794833719111
0.00011785834027656892,1.0,-133.02221330450226,-133.02221330473023,0.9999998841988672
4.7833090161422e-05,1.0,-70.96625331471179,-70.9662533148752,0.9999996135517453
5.8813772798438524e-05,1.0,-141.9695571007637,-141.96955711644193,1.0
4.6531081728486153e-05,1.0,-68.25294912934444,-68.25294914884061,1.0
5.648935623175214e-05,1.0,-74.75428002199207,-74.75428004046734,1.0
6.0957039206078474e-05,1.0,-114.14288897590778,-114.1428889777194,0.9999999997585381
5.626330301115946e-05,1.0,-71.153962190112,-71.15396220796977,0.99999966243011
3.871784731348447e-05,1.0,-81.12067703706282,-81.12067703761494,0.9999999999934667
4.502454202539226e-05,1.0,-70.0139449280381,-70.0139449520525,0.9999999999999963
7.874419073766881e-05,1.0,-105.48959678443468,-105.48959678596384,0.9999999999961154
3.408358985045895e-05,1.0,-72.2362238953175,-72.236223896935,1.0
9.094382184692984e-05,1.0,-102.40521967231354,-102.40521967242333,0.9998062279842658
3.3706030562360875e-05,1.0,-53.827027759475904,-53.82702776107943,1.0
3.4470215575443984e-05,1.0,-92.47702241391747,-92.4770224154213,1.0
7.881328942939582e-05,1.0,-107.6353386456555,-107.6353386460436,1.0
8.00403355669782e-05,1.0,-115.89746254176673,-115.89746254974263,1.0
7.130103305893668e-05,1.0,-84.79383162835904,-84.79383162836254,0.9998594080113161
7.947651010103526e-05,1.0,-114.40347549145619,-114.40347550142262,1.0
6.834799247916965e-05,1.0,-99.32928622948023,-99.32928622957247,1.0
4.9780722074753005e-05,1.0,-96.41351161341234,-96.41351161778186,0.9999999825215318
5.6541626917632004e-05,1.0,-59.27777735165411,-59.27777737012834,1.0
7.054721781750202e-05,1.0,-101.23228915629709,-101.23228915670886,1.0
4.6514549408396126e-05,1.0,-100.62205454145628,-100.62205454147046,1.0
1.1316972849460522e-05,1.0,-40.50304739881999,-40.50304749595047,0.9999999999895889
4.6670395608118644e-05,1.0,-66.13260334336599,-66.132603361334,0.9999393971717931
5.802749678093409e-05,1.0,-82.72409580234843,-82.72409582083236,1.0
6.266170545608514e-05,1.0,-93.31374000171685,-93.31374000147963,0.9999999887840195
6.151873170814907e-05,1.0,-84.78346307548307,-84.7834630756889,0.9989845365794281
4.585841419465739e-05,1.0,-80.08878498295562,-80.08878500545875,1.0
4.509940255405072e-05,1.0,-86.00457640070194,-86.0045764248546,1.0
0.0001057673289120093,1.0,-149.4489635576617,-149.4489635576569,1.0
3.389649400575556e-05,1.0,-96.52972583139221,-96.5297258330639,1.0
9.050965488285271e-05,1.0,-105.84349468117983,-105.84349468151625,1.0
6.3213393433204e-05,1.0,-75.87780549531878,-75.87780549576635,0.9973658818736194
9.71088772964584e-05,1.0,-121.03786917329514,-121.037869173413,0.9999999669929928
4.652815187269485e-05,1.0,-76.60299446684492,-76.6029944861673,1.0
2.41219865465105e-05,1.0,-80.06634839417048,-80.06634835004355,1.0
3.376564238263294e-05,1.0,-61.646330328266416,-61.64633032984813,1.0
8.316819956006192e-05,0.999986995001972,-123.50936874848671,-123.5708605812434,0.975074853961976
6.072930239226951e-05,1.0,-126.95020411925856,-126.9502041214125,1.0
3.589937785068689e-05,1.0,-72.768145306667,-72.76814530793204,1.0
1e-08,1.0,-10.82543007176623,-10.82543007176623,1.0
2.2991172718298784e-05,1.0,-28.829472343494835,-28.829472337494824,1.0
3.366732061039196e-05,1.0,-54.99252632132163,-54.992526322994244,1.0
3.5660739444051556e-05,1.0,-84.75933234002581,-84.75933234125033,1.0
4.776300088833164e-05,1.0,-81.62059380809325,-81.62059382142715,0.9999999997562709
3.4005037191572085e-05,1.0,-70.12210060807372,-70.12210060792009,1.0
8.049298902258502e-05,1.0,-82.45052958767202,-82.45052959433174,1.0
5.797053884051342e-05,1.0,-97.60564704347614,-97.60564704329241,1.0
3.583562333339893e-05,1.0,-93.33060911395387,-93.33060911531693,1.0
4.537588765291574e-05,1.0,-96.99892848414638,-96.9989285080699,1.0
5.62106541798752e-05,1.0,-66.73642821535302,-66.73642823302252,1.0
4.919075044762764e-05,1.0,-74.22113973882111,-74.22113974477512,0.9999890767478372
6.793087760371547e-05,1.0,-102.34358187747716,-102.34358187775959,0.9999999999999999
8.33089697294829e-05,1.0,-93.6210686389718,-93.62106864036109,0.9986536348382731
6.199924327853761e-05,1.0,-81.89013859759496,-81.89013859833236,0.9849763857831668
2.270223842866315e-05,1.0,-45.66435630688708,-45.66435629867441,1.0
5.5169766455310325e-05,0.9995731162173824,-100.74032236477578,-116.58528634463153,0.44688909479746025
5.908691242906111e-05,1.0,-84.11396974003577,-84.11396975469643,0.9999999760550722
9.052562224502588e-05,1.0,-111.3421662249743,-111.3421662250184,1.0
2.3875542225991226e-05,1.0,-35.2720778554091,-35.27207785688057,1.0
4.720811474535667e-05,1.0,-69.10538245476197,-69.10538246869443,0.9999999999968705
6.735380707997661e-05,1.0,-74.30141837741672,-74.30141837758225,0.9999792686357973
3.406691753374985e-05,1.0,-57.50261145571206,-57.50261145734297,0.9999999949793722
4.5692114696508356e-05,1.0,-68.10894931122758,-68.10894933421224,1.0
5.735547175842873e-05,1.0,-99.55386432278979,-99.5538643417184,1.0
1.2089009629729067e-05,1.0,-63.62967679296532,-63.6296767160498,1.0
5.1063941719078723e-05,0.9999241878623445,-89.1330347541459,-91.02262180821307,0.8027560382058281
4.5095199797575654e-05,1.0,-73.87109202613723,-73.87109205026084,1.0
5.729553424007765e-05,1.0,-88.41974236080068,-88.41974237980425,0.9999999998178999
7.761923575713585e-05,1.0,-101.83680277393121,-101.8368027866891,0.999988245032851
3.49881967590123e-05,1.0,-49.136204684029984,-49.136204685532384,1.0
1.1463583087751109e-05,1.0,-48.4729613591661,-48.47296145370393,1.0
0.00011630138780849143,1.0,-116.16247211022896,-116.16247211036833,0.9999921916735521
5.79995256437512e-05,1.0,-72.16675691553154,-72.16675693403069,0.9999431690593547
7.926793579120863e-05,1.0,-128.95470531852018,-128.95470532914447,1.0
4.939494740182e-05,0.9999632663594714,-73.29909798412965,-74.01101852765298,0.680337663712401
4.4964434401804165e-05,1.0,-72.75514335121665,-72.75514337503695,1.0
3.3998422558658917e-05,1.0,-48.11892306357635,-48.11892306516892,0.9996756040917081
4.5081016688122276e-05,1.0,-64.86097284824866,-64.86097287242696,1.0
4.498606931899984e-05,1.0,-68.23308077986313,-68.23308080374136,0.9999999999999845
3.38928500426967e-05,1.0,-68.687120268306,-68.68712026989938,1.0
7.402201565362028e-05,1.0,-99.84757940546694,-99.84757940473612,0.9999999908746227
2.4834093982555238e-05,1.0,-143.74775109414435,-143.74775109380366,1.0
0.00011888402730788689,1.0,-111.19531850269598,-111.19531850275834,1.0
4.483353840416186e-05,1.0,-49.64391915433569,-49.64391917754437,0.9999999999980872
4.7408736698445605e-05,1.0,-65.47810650498046,-65.47810651786526,0.9999676710473722
3.359804863857958e-05,1.0,-41.17852714788476,-41.17852714946035,0.991025083637254
6.752811039554822e-05,1.0,-85.5485651830355,-85.54856518314526,0.9999999946511466
4.5119972376326776e-05,1.0,-70.94943538678142,-70.94943541094086,0.9999999999999996
3.5392756841723756e-05,1.0,-65.67174211308702,-65.67174211457504,1.0
6.738180473715498e-05,1.0,-88.02561886963821,-88.02561887004441,1.0
3.380124839316252e-05,1.0,-70.10463964127686,-70.10463964287165,1.0
2.521063018189141e-05,1.0,-47.610324997254246,-47.61032500691594,0.9998555945855578
6.445073049352149e-05,1.0,-90.670078263712,-90.67007826385529,0.9550330974461773
7.899497697846087e-05,1.0,-105.44180852131538,-105.44180853294412,0.9999999999999999
5.934137068165366e-05,1.0,-75.99270785414409,-75.99270785820426,0.9999060289522103
4.617374512701411e-05,1.0,-62.27167370421409,-62.27167372611701,0.9999999999695552
3.3768372010782835e-05,1.0,-52.07481861769656,-52.07481861924744,1.0
2.2685257767927853e-05,1.0,-51.118288671993376,-51.11828866358285,1.0
3.629395685694424e-05,1.0,-59.19059918428806,-59.19059921276392,0.9999993495654214
6.900225178043578e-05,1.0,-108.16191644113093,-108.1619164413488,1.0
4.8203143244612534e-05,1.0,-70.70816128246291,-70.7081612918888,0.9998331668980179
7.091069318752927e-05,1.0,-102.32322471009213,-102.32322471046186,0.9999999948582768
1.1278689272169866e-05,1.0,-26.013108042595714,-26.013108140426244,0.9999344387653174
5.9409277560543695e-05,1.0,-78.94025823948103,-78.94025825271017,0.9999999999999931
8.096452159061817e-05,1.0,-124.5227456953411,-124.5227456952476,1.0
8.050457264169993e-05,1.0,-105.8897341164869,-105.8897341232285,0.9999999980659117
4.523203651731687e-05,1.0,-84.56040415353611,-84.56040417765354,1.0
4.543772942872287e-05,1.0,-60.27421973443833,-60.27421975822947,1.0
5.8001956996913765e-05,1.0,-86.35815806619978,-86.3581580847303,0.999999999999998
5.72631745567995e-05,1.0,-102.60930438997867,-102.60930440914362,1.0
3.453411822293296e-05,0.994272750993727,-72.32883199479585,-84.90658657885055,0.09511625948979413
6.073836834780342e-05,1.0,-109.45499660496556,-109.45499660689396,1.0
5.041474961810532e-05,1.0,-110.13136807380927,-110.13136807697387,1.0
0.00011318735110763563,1.0,-124.95550055785107,-124.95550055767379,0.9999997258744062
5.651695283083943e-05,1.0,-76.22704447151484,-76.22704449009983,0.9999999999999999
